id,name,address,checkin,checkout,price_czk,booking_url,notes,country,created_at,updated_at,map_url,checkin_time,checkout_time
11d5f151-9fe0-4761-a2e6-06026956dccd,Seoul,Dongdaemun Design Plaza,2026-09-05,2026-09-09,11230.00,https://www.airbnb.cz/rooms/1702193886231131402,"PLATBA 23.8. - 2 ložnice, 3 stanice metra, spoustu míst v docházkové vzdálenosti, zrušit do 22.8.",Korea,2026-05-24 15:43:48.352189+00,2026-08-04 15:42:10.559182+00,https://maps.app.goo.gl/9PcbNmm3TvcFtFZa9,15:00:00,11:00:00
271495fb-276f-442e-b418-689ed96b7074,Kyoto,Tabist kiki HOTEL Sanjo,2026-09-16,2026-09-20,9152.00,https://secure.booking.com/confirmation.cs.html?aid=304142&label=gen173nr-10CAEoggI46AdIM1gEaDqIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApmXjNMGwAIB0gIkM2YwYzZiMWYtYzMwOC00YjcwLWFiZmUtMGI0MTQwOTc5ZDk42AIB4AIB&sid=c3d2bd0e7fbd0d8488380b367f42283a&auth_key=wrI0iW93jUB5K2HI&bp_travel_purpose=leisure&hostname=www.booking.com&pfi=10485446524696&pre_pbb_price=68933&pre_price=68932.8801&rt_num_blocks=4&source=book&srpvid=e9511bca06cb0337&ua_created=0&,"větší pokoj než je jinak běžné, blízko historického centra,, zrušit do 11.9.",Japonsko,2026-05-24 15:46:46.020484+00,2026-07-25 06:28:53.536909+00,https://maps.app.goo.gl/5BJrG6gjtferXe5a8,15:00:00,10:00:00
41562294-1f4b-4c76-8e1a-0f544fbff9d5,Gyeongju,Gyeongju Hanokstay Darak,2026-09-09,2026-09-10,5560.00,https://www.booking.com/hotel/kr/gyeongju-hanokstay-darak.cs.html,"PLATBA 3.9. - klasický korejský domek, 2 ložnice, zrušit do 2.9.",Korea,2026-05-24 15:44:37.629329+00,2026-08-04 15:47:04.071153+00,,16:00:00,10:00:00
594b9ca0-1801-49ac-8987-6e4dc7ae485c,Busan,Yongso-ro 40beon-gil,2026-09-10,2026-09-14,9600.00,https://www.airbnb.cz/rooms/1714454744272221306?source_impression_id=p3_1784887558_P3OWBmaSDmqZK7ic,"PLATBA 26.8. - domek se dvorkem, 2 ložnice, zrušit do 27.8.",Korea,2026-05-24 15:45:15.734961+00,2026-08-04 15:48:34.394962+00,https://maps.app.goo.gl/kNnXN99e2SE8uXcAA,14:00:00,10:00:00
7377e3d9-7be4-4aef-9aef-b62f38ed092b,Hiroshima,Hilton,2026-09-14,2026-09-16,4900.00,Revolut,"snídaně v ceně, bazén, sauna, ZAPLACENO, možnost vrácení platby do 13.9.",Japonsko,2026-05-24 15:45:53.355292+00,2026-07-25 06:37:13.344535+00,https://maps.app.goo.gl/5Sptb8D2utBiCWYS7,15:00:00,12:00:00
df180672-b901-4988-9141-6db065b49e84,Tokyo,Mi-hotel Ueno,2026-09-20,2026-09-26,24930.00,https://secure.booking.com/confirmation.cs.html?aid=304142&label=gen173nr-10CAEoggI46AdIM1gEaDqIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApmXjNMGwAIB0gIkM2YwYzZiMWYtYzMwOC00YjcwLWFiZmUtMGI0MTQwOTc5ZDk42AIB4AIB&sid=c3d2bd0e7fbd0d8488380b367f42283a&auth_key=HcXHLklWR40UNSq5&bp_travel_purpose=leisure&hostname=www.booking.com&nflt=review_score%3D80%3Broomfacility%3D38%3Btdb%3D2%3Bfc%3D2%3Bprice%3DCZK-min-5000-1%3Bmin_bathrooms%3D1%3Bnum_beds%3D2%3Bliving_space%3D20-max-m2%3Bnum_beds%3D2%3Bmin_bathrooms%3D1%3Bdistance%3D3000%3Bentire_place_bedroom_count%3D2&pfi=10305979696838&pre_pbb_price=187750&pre_price=187750&rt_num_blocks=2&source=book&srpvid=dbef277577af00ca&ua_created=0&,"2 ložnice, pračka, doprava v blízkosti, zrušit do 4.9.",Japonsko,2026-05-24 15:47:25.693879+00,2026-07-25 06:21:18.688889+00,https://maps.app.goo.gl/orz3gE5asnhjAtyq5,14:00:00,10:00:00
